,Symbol,Open,High,Close,VWAP,Volume,Trades,Deliverable Volume,%Deliverble,monthly_growth_%,firstWeek_growth_%,secondWeek_growth_%,thirdWeek_growth_%,fourthWeek_growth_%,Date,Low,monthly_TradeAvg,1stWeek_Trade(%),2ndWeek_Trade(%),3rdWeek_Trade(%),4thWeek_Trade(%)
19,LYKALABS,28.15,28.15,28.15,28.15,28904,132,28904,1.0,29.42528735632183,11.954022988505754,0.6451612903225745,-6.852248394004288,30.62645011600927,2020-12-29,28.15,452.8,42.115724381625434,-25.883392226148406,-24.911660777385162,0.32022968197879603
19,GROBTEA,740.0,789.3,789.3,783.63,1185,92,891,0.7519,27.512116316639734,0.9693053311793215,-5.263973951469112,-3.270491803278696,29.605911330049256,2020-12-29,740.0,149.4,-43.328871039714414,33.60107095046853,-45.51539491298527,79.88621151271754
19,FCL,60.0,66.15,66.05,63.39,9777722,37944,3236203,0.331,47.32739420935414,-0.5567928730512249,8.817427385892115,-15.63636363636364,29.073170731707325,2020-12-29,58.0,6291.85,-68.24993179006704,1.3120147492390832,-44.02282317601342,155.76340821856846
19,ASPINWALL,175.75,180.95,174.95,172.79,17087,434,8147,0.4768,40.27131782945735,6.976744186046512,2.1268793546021314,-1.4796102490075866,28.744219139096387,2020-12-29,167.2,232.4,-40.5479059093517,-71.6867469879518,-39.07056798623064,199.2685025817556
19,ORIENTBELL,207.4,219.7,202.2,208.14,150757,3540,78980,0.5239,56.48148148148147,2.9202279202279158,4.737559645535118,-3.9473684210526314,28.479532163742682,2020-12-29,200.0,1317.7,-61.789481672611366,-43.26477954010776,-47.80299005843516,206.51893450709568
19,GPTINFRA,45.0,45.0,41.3,42.71,681945,4464,361507,0.5301,32.74336283185841,23.59882005899705,-4.2183622828784015,-10.256410256410255,28.2051282051282,2020-12-29,40.0,1049.75,-36.01651186790506,-67.24934508216242,-36.63253155513217,183.87711359847583
19,RUPA,288.7,301.6,301.6,293.09,1515746,21706,360399,0.2378,29.414288779231928,2.0810984767217313,5.557939914163086,-7.5014766686355525,25.92901878914406,2020-12-29,279.2,3910.8,-45.07517643448911,-46.440625958883096,19.64815383041832,101.1033548123146
19,BORORENEW,270.0,279.95,279.95,277.24,534573,4011,418653,0.7831999999999999,105.24193548387095,1.722873900293251,33.088235294117645,4.5568912496505485,25.594436967249877,2020-12-29,265.0,18736.5,-62.51523319011911,-36.59755023617004,23.232193846235965,110.47954527259627
19,CREATIVEYE,4.25,4.25,4.25,4.24,93195,307,80687,0.8658,49.122807017543856,19.298245614035082,-5.479452054794513,-8.333333333333341,25.000000000000007,2020-12-29,4.1,126.35,-10.697797124389922,21.092204194697274,-33.04313415116739,30.985358132172543
19,SNOWMAN,59.3,67.0,66.2,63.7,48093583,108575,14602971,0.3036,9.209453952730234,2.037489812550937,0.3289473684210573,-12.367778681855167,24.999999999999996,2020-12-29,57.45,27202.3,-40.60489983077411,32.42262602794617,-29.245688783669028,56.93617819081476
19,TTL,48.95,58.1,58.1,55.17,509076,3964,170014,0.334,26.994535519125684,-1.7486338797814145,-0.21505376344086324,-6.3265306122449,23.48565356004252,2020-12-29,48.95,698.5,-40.06203769983298,-44.96778811739442,39.29849677881174,67.17967072297782
19,NBVENTURES,63.75,68.45,64.6,66.24,17636018,89485,6014317,0.341,23.667570009033426,6.052393857271909,7.361963190184054,-10.813008130081299,23.33333333333334,2020-12-29,63.75,12042.9,-33.93064239787205,-19.502777570186574,-45.57291017944182,132.2405732838436
19,LOKESHMACH,38.4,38.4,35.05,35.86,69837,635,44007,0.6301,49.126213592233,19.41747572815534,-3.0303030303030303,-6.300484652665587,22.48803827751195,2020-12-29,34.6,645.7,14.294564039027405,-9.369676320272571,-42.6358990243147,43.56512312219296
19,AROGRANITE,50.0,51.8,50.45,49.82,854880,2628,340578,0.39840000000000003,30.478589420654895,5.793450881612083,3.9506172839506206,-17.12538226299694,22.169811320754715,2020-12-29,47.6,1036.05,-58.898380065312175,-64.17161333912456,90.02943873365186,56.025288354809135
19,ZUARIGLOB,65.0,76.95,76.95,72.94,898320,6376,404920,0.4508,31.202046035805637,11.679454390451834,-3.108415466262326,-5.343511450381679,22.142857142857146,2020-12-29,64.05,1858.25,8.96452755728956,9.307143818108438,-40.92291134131575,26.072918068074802
19,TI,28.75,31.6,30.85,30.14,1307194,5204,506984,0.38780000000000003,76.53631284916203,44.13407821229052,1.2578616352201137,-8.847736625514411,21.772639691714847,2020-12-29,27.8,2063.0,-25.55340119566974,-52.350945225399904,-60.969461948618516,179.98061076102763
19,ELECON,38.45,44.6,42.65,42.37,3743461,17663,1111663,0.297,3.720930232558143,-5.9302325581395285,-1.2658227848101267,-6.0567010309278215,21.360544217687078,2020-12-29,36.6,3744.95,28.960333248775022,-42.74956942015247,-47.76966314637045,69.70854083499113
19,BALMLAWRIE,142.0,146.7,133.35,138.61,10061473,106502,2285826,0.22719999999999999,34.09506398537475,9.323583180987193,-0.12706480304954806,-6.899418121363256,21.239669421487594,2020-12-29,130.0,14578.9,-1.509487455615072,-74.297100604298,-58.38643519058364,168.11865092702467
19,FACT,54.25,65.2,64.3,62.45,6471375,25410,949556,0.1467,16.428571428571434,-3.214285714285709,2.6605504587156017,-10.594315245478034,21.189591078066925,2020-12-29,52.5,4069.4,-13.115774643272559,-8.645009092249476,-52.26323290902835,95.80896446650613
19,CONFIPET,40.0,41.6,40.65,40.38,2306512,8715,870801,0.3775,30.000000000000004,-2.187499999999998,6.012658227848097,-12.429378531073443,20.930232558139544,2020-12-29,39.05,4440.25,-20.421147457913406,-56.52497044085355,-21.747649344068467,128.47249591802264
19,MACPOWER,106.8,109.2,108.9,106.47,25997,327,21273,0.8183,71.02584181675803,17.462803445575563,33.29015544041451,-14.85148514851485,20.729684908789388,2020-12-29,99.0,189.35,-60.830912771763046,97.20095062054396,-27.435965143913382,4.040137311856354
19,CEBBCO,18.7,20.25,20.05,19.58,763516,2058,613445,0.8034,31.06796116504855,21.682847896440137,10.270270270270263,-13.589743589743582,20.178041543026694,2020-12-29,17.7,746.4,-12.468738835298312,31.296891747052523,-33.038585209003216,20.880225080385856
19,SIRCA,267.0,297.75,290.9,280.1,218912,4254,101945,0.4657,18.57825567502987,-2.7877339705296693,2.042483660130719,-4.724409448818897,20.06048387096774,2020-12-29,260.9,1222.25,-50.01022704029454,-2.000409081611785,0.09408877070976404,77.39824094906935
19,SORILINFRA,112.0,130.1,130.1,126.38,1065433,10507,404838,0.38,70.39947609692207,53.241650294695496,-15.32258064516129,-13.545647558386415,19.35779816513761,2020-12-29,112.0,3377.1,5.356666962778718,-27.973705250066622,-2.4725356074738682,30.022800627757544
19,TDPOWERSYS,152.7,155.15,150.85,150.69,403339,5821,223669,0.5545,20.038684719535787,2.9013539651837523,-2.38895110115714,-4.979253112033201,19.34615384615385,2020-12-29,146.65,2092.85,-48.90540013219613,-31.242086150464676,-15.49322693934109,131.77724156055143
19,PILANIINVS,2885.0,2941.0,2875.15,2894.83,24930,4435,12984,0.5208,34.29223744292237,0.91324200913242,5.413223140495868,-3.567829457364348,18.588709677419356,2020-12-29,2855.0,1184.15,-66.67088910470238,-14.841869695562227,-57.50538360849554,190.44040028712575
19,ZUARI,95.4,109.0,105.5,104.07,845483,9227,228485,0.2702,22.47191011235955,27.07865168539325,-5.2631578947368345,-10.394088669950737,18.542686242523107,2020-12-29,93.5,2125.3,13.27028341096943,-5.246318166847043,-45.25949277749024,43.226838563967426
19,GENUSPOWER,41.0,41.85,41.1,40.55,669976,3793,345929,0.5163,35.65640194489465,13.12803889789302,3.964757709251106,-12.093628088426541,18.22033898305086,2020-12-29,39.0,2507.0,-7.253024863714938,-30.785799760670123,-20.18348623853211,74.59114479457519
19,KANORICHEM,43.8,51.8,51.8,49.62,2158804,11381,576232,0.2669,18.399999999999995,4.0,-2.7956989247311768,-9.774436090225558,17.995444191343964,2020-12-29,43.6,1099.25,-47.41869456447578,-40.213782124175566,-47.54605412781442,180.82783716170115
19,VARDHACRLC,32.5,38.4,37.05,36.59,631293,2138,324053,0.5133,23.076923076923077,10.57692307692308,3.422619047619043,-6.069364161849715,17.431192660550444,2020-12-29,32.5,373.15,20.01429273303855,-39.91692348921345,-36.754656304435215,65.81803564250302
19,QUESS,505.9,553.0,535.7,530.26,1167148,32499,314359,0.2693,5.2230996099324605,-3.5867186756730978,-2.58320914058619,-7.382146439317956,17.31014000848537,2020-12-29,493.0,10245.95,-14.177471749000011,-15.494414866361842,-22.43374211273724,68.67640384737382
19,STEL,70.35,73.85,72.45,71.67,187683,2533,75514,0.4023,17.59554140127388,13.85350318471338,-2.8030303030302943,0.30911901081916976,17.222222222222214,2020-12-29,67.0,562.3,12.099116722983002,-54.294860394807046,-51.52054063667081,114.12057620487286
19,MAANALU,97.0,105.0,100.4,101.05,248561,4431,109480,0.4405,15.702479338842975,0.27548209366391185,-5.08474576271187,-10.871848739495807,16.926503340757243,2020-12-29,96.0,1292.55,-31.582272768300385,-63.15809833275308,24.095779660361305,96.20130749294032
19,STAR,902.0,928.0,910.1,914.97,1402637,38406,410661,0.2928,15.660248021437026,12.008475104380883,-8.846571739006121,-3.7517682514299775,16.290726817042607,2020-12-29,895.0,28281.55,21.424862970146037,-26.5796959501866,-34.03190419195553,43.62720572245864
19,TBZ,58.5,58.5,54.05,54.98,1597847,11144,651694,0.4079,27.173913043478258,4.3478260869565215,-2.7108433734939643,-10.156250000000005,15.956392467789884,2020-12-29,53.1,5944.4,-13.60215777314223,-47.52371980351254,4.316667788170385,74.41205167889106
19,VISHNU,186.5,199.35,199.35,196.2,27450,514,21654,0.7889,13.492741246797602,5.294619982920571,4.607789358200756,-12.698412698412698,15.90116279069767,2020-12-29,186.5,362.5,-18.574712643678158,4.662068965517236,-18.620689655172416,45.310344827586206
13,TANLA,727.0,729.85,729.85,726.12,211277,2186,153049,0.7244,13.46288379323747,27.609794014768756,4.99506874746185,-9.699248120300751,15.7573354480571,2020-12-29,702.1,15769.5,6.376232600906814,64.47889914074638,-74.76774786771934,-4.419924537873744
19,CGPOWER,46.8,47.5,45.05,46.35,10474318,19850,5499578,0.5251,9.826589595375722,19.88439306358382,-11.66666666666667,-8.120649651972158,15.71254567600488,2020-12-29,44.75,13859.0,5.216826610866585,26.34100584457752,-2.710152247636917,-37.36380691247565
19,MBLINFRA,21.0,21.0,21.0,21.0,99812,105,89812,0.8998,128.2608695652174,25.00000000000001,20.869565217391308,18.900343642611684,15.702479338842984,2020-12-29,21.0,471.4,-29.85433460613774,-16.376750106067036,87.90835808230801,-44.63300806109461
19,ASHAPURMIN,108.35,108.35,108.2,108.24,778425,1330,504243,0.6478,32.376298106292,-1.0384850335980382,7.361963190184049,0.9254218835057252,15.696743192738907,2020-12-29,105.35,1216.25,-27.66015758821514,-30.178828365878722,82.82425488180884,-24.316546762589926
19,GREENPANEL,124.85,126.95,122.5,124.77,415334,3697,246110,0.5926,41.68526785714287,15.011160714285717,14.140480591497223,-13.938411669367913,15.671981776765378,2020-12-29,119.1,1678.65,-8.964544922010743,40.27939117743425,-18.52977094689186,-13.740207905161892
19,MINDTECK,48.8,51.0,51.0,50.66,49370,324,45652,0.9247,36.0,0.0,2.9023746701847,3.418803418803415,15.646258503401356,2020-12-29,48.5,219.9,-20.72154009398211,-18.5993633469759,32.96953160527511,13.119599818099134
19,KHANDSE,23.3,23.3,21.1,21.69,30767,216,25814,0.8390000000000001,160.33519553072628,4.469273743016764,16.666666666666664,59.56521739130436,15.632754342431774,2020-12-29,21.1,128.0,-63.28125,-26.406249999999996,104.84374999999999,-3.125
19,MANAKSTEEL,22.2,22.3,22.3,22.27,68926,190,53661,0.7785,61.59420289855072,17.391304347826075,20.882352941176475,-9.512761020881673,15.544041450777202,2020-12-29,22.2,257.15,-40.17758765960204,-19.73556290103052,58.11783006027612,12.288547540346112
19,TRIGYN,80.55,80.55,80.55,80.42,270182,830,136074,0.5036,15.899280575539565,-1.8705035971222983,-0.51851851851851,-0.7326007326007326,15.48387096774193,2020-12-29,77.0,940.45,7.50172789621989,-38.13599872401511,42.03838587910042,-16.130575788186512
19,JCHAC,2635.0,2639.0,2580.7,2576.08,36499,7695,15459,0.42350000000000004,13.563990016352518,-3.0037008348394947,-2.4804177545691903,-2.093541202672606,15.446869941817223,2020-12-29,2546.3,4480.2,-59.71534008898413,-47.796973349404034,-35.60108923708763,193.82058836659078
19,XELPMOC,322.8,334.65,334.65,331.71,139022,1961,90093,0.648,34.20894325245638,17.86645277722077,-7.238095238095242,-3.551434569629123,15.396551724137922,2020-12-29,319.0,1711.35,16.63306746136092,-3.3745288807082128,-27.437403219680366,13.565313933444362
19,VAKRANGEE,62.75,64.25,64.25,63.66,11838267,18557,6153256,0.5197999999999999,43.415178571428584,-0.5580357142857143,15.468409586056648,-0.09090909090908574,15.350089766606818,2020-12-29,62.5,23081.1,35.057110218606,-10.20878554315002,1.4986287481965828,-41.69796933421717
19,EVEREADY,199.0,216.0,204.95,207.35,2735694,34880,1251782,0.4576,20.670391061452513,4.66480446927374,-3.44660194174757,-7.453726863431719,15.323011211959416,2020-12-29,196.0,8573.0,-32.003577121972086,48.86270850344104,-43.3547183016447,41.120377930712706
19,CANTABIL,390.0,430.0,414.35,393.79,123848,5421,25925,0.2093,8.860759493670885,-9.113924050632912,-0.08375209380234824,-1.776315789473684,15.21972132904609,2020-12-29,383.9,3394.45,-29.87572851762926,-21.778196762362093,39.00337315323543,23.282122287852236
19,MAJESCO,14.05,14.05,14.05,14.05,21157,195,21157,1.0,-98.5545267489712,1.2654320987654275,2.527918781725886,-0.2828854314002783,15.16393442622952,2020-12-29,14.05,29554.85,-90.2740159398542,98.20976929336472,88.1538901398586,-97.54355038174783
19,SWELECTES,186.8,186.8,186.8,186.69,118538,679,62633,0.5284000000000001,18.82951653944022,4.961832061068709,-1.750150875075424,-2.9714978775015193,14.953846153846161,2020-12-29,182.1,493.55,26.397190423124982,-16.320534900212746,7.709451929895655,-28.83193192179111
19,ALLSEC,265.6,306.0,294.55,292.0,324625,8120,106824,0.32909999999999995,18.58167021894981,-0.5619066072466532,8.883601031132264,-2.501839587932307,14.757172323270215,2020-12-29,265.0,766.9,-67.48815577867605,-43.40852783935324,-46.14682487938453,213.1764245664363
19,SASKEN,820.0,848.7,827.95,827.44,216368,13087,59683,0.2758,25.121627598407798,5.336871590741567,6.451612903225806,-4.593428476601397,14.743459744473746,2020-12-29,800.1,3746.0,-64.4376223527318,46.08649225840896,-51.72450613988254,103.70395088093967
19,TREJHARA,45.3,45.3,41.15,41.52,59006,362,49902,0.8456999999999999,29.42857142857142,27.28571428571428,-9.94652406417112,-9.954751131221732,14.683544303797461,2020-12-29,41.15,335.1,-56.18223415895752,-11.906893464637431,58.51984482244107,26.00716204118173
19,EKC,54.7,54.7,54.7,54.26,600520,2058,343652,0.5723,6.940371456500498,4.398826979472141,-1.6129032258064544,-12.213740458015266,14.675052410901468,2020-12-29,52.1,1633.6,46.384263793666356,-18.327619980411356,-17.654260528893236,-24.59904505386875
19,3IINFOTECH,5.9,5.9,5.9,5.9,3408482,1225,3408482,1.0,66.19718309859157,15.492957746478869,18.604651162790695,-7.476635514018683,14.563106796116504,2020-12-29,5.9,5135.7,-63.182558690473876,-62.13174445547831,113.26012033413167,30.86336818739413
19,SDBL,31.0,34.35,33.3,33.07,1444421,5133,560006,0.38770000000000004,30.60836501901141,34.980988593155885,-2.2556390977443606,-4.848484848484853,14.500000000000005,2020-12-29,30.3,1620.6,40.24641079435602,-21.89312600271504,-35.32025175860792,11.147106010119714
19,MEP,19.4,19.8,18.45,18.89,503343,1480,389366,0.7736000000000001,39.92932862190813,48.40989399293286,-12.5,-10.21505376344087,14.45086705202312,2020-12-29,18.2,1438.9,-26.008293372251952,-7.192994648689971,19.633053026617553,23.46236708596844
19,BCG,7.6,7.6,7.6,7.6,423374,354,423374,1.0,49.01960784313726,6.862745098039226,-9.174311926605503,29.59183673469386,14.285714285714274,2020-12-29,7.6,6834.4,-3.0980529868508233,28.713566662764833,41.74470326583168,-83.42575793046939
19,ARIHANT,24.5,24.5,22.95,23.04,1960,54,737,0.376,46.26865671641791,12.83582089552238,5.454545454545459,-1.7199017199017268,14.219114219114223,2020-12-29,22.5,72.2,-22.437673130193907,10.249307479224365,-16.62049861495845,41.62049861495844
19,PENIND,22.5,22.65,21.9,21.94,253361,1016,164777,0.6504000000000001,20.799999999999994,20.0,-7.359307359307371,-10.98654708520179,14.105793450881595,2020-12-29,21.4,1512.05,31.43304343992152,-36.708442181144804,-34.39370391190767,41.728117456433324
19,HUBTOWN,14.35,15.05,15.05,14.97,91493,321,78341,0.8563,13.157894736842104,10.15037593984962,7.885304659498218,-9.73154362416108,14.015151515151528,2020-12-29,14.35,326.05,36.737719163727434,-7.49884986965189,-8.725655574298417,-34.825946940653274
19,ZOTA,147.45,165.0,156.9,154.4,71131,564,25455,0.3579,11.486486486486488,-3.243243243243251,5.185439560439568,-6.457990115321259,13.871635610766042,2020-12-29,142.35,339.95,-31.117321174682548,60.67068686571556,-16.222973966759813,-8.883659361670832
19,TIPSINDLTD,334.9,336.8,306.35,319.16,99231,4177,39615,0.3992,26.61654135338346,4.135338345864661,-1.8558951965065584,6.765249537892795,13.783783783783788,2020-12-29,303.95,1580.2,-66.597055225077,-81.0530312618656,43.197063662827496,147.2155423364131
19,WHIRLPOOL,2580.6,2594.8,2509.35,2529.28,97656,9570,38124,0.3904,16.567834681042235,-2.0664869721473496,1.0582750582750498,0.8887276684501635,13.632581563389543,2020-12-29,2497.0,15796.75,-61.33276359588733,-44.59999683479197,49.14207036257457,86.32155348410274
19,NIPPOBATRY,645.0,735.0,712.0,698.86,18269,2196,7221,0.39530000000000004,6.521739130434782,-4.0000000000000036,1.3333333333333264,-4.339339339339336,13.487223037134259,2020-12-29,641.05,746.2,-30.53694273206468,-33.369069954435815,34.97721790404717,43.79522916108281
19,TIMKEN,1197.95,1299.0,1236.6,1261.37,527932,31725,108519,0.2056,7.00164744645799,-3.706754530477759,-3.437768240343344,0.9259259259259258,13.479514283218306,2020-12-29,1167.05,5350.25,-24.953662601436072,-38.02906406242699,-21.465352086351103,111.79851408812674
19,BALAJITELE,66.8,74.7,71.4,70.96,1144514,5673,484501,0.4233,15.277777777777787,15.277777777777787,0.0,-11.335187760778867,13.43963553530753,2020-12-29,64.55,3650.2,72.0316694975618,-35.061092542874356,-39.31839351268424,-15.073146676894414
19,ARSSINFRA,24.55,24.55,24.55,24.55,12120,66,12120,1.0,37.535014005602235,14.845938375350132,0.5000000000000071,-0.24038461538461878,13.394919168591235,2020-12-29,24.55,173.8,43.65170694284617,-22.669735327963178,19.447640966628295,-61.449942462600696
19,ANSALHSG,6.4,6.4,6.4,6.4,49438,108,44667,0.9035,48.8372093023256,18.604651162790695,11.214953271028048,-8.264462809917356,13.27433628318584,2020-12-29,6.25,172.5,-10.917874396135272,16.98550724637682,20.0,-29.855072463768117
19,GTL,5.6,5.6,5.6,5.6,26893,86,26892,1.0,77.77777777777777,19.04761904761905,19.51219512195124,-6.862745098039209,13.131313131313119,2020-12-29,5.6,275.4,15.468409586056655,-48.00290486564997,6.8990559186637626,28.177196804647796
19,NILKAMAL,1559.7,1633.7,1561.3,1590.39,172075,14041,29180,0.1696,15.79954635667707,3.1790473490218414,0.3869078740980832,-2.111498257839718,13.058823529411768,2020-12-29,1525.0,3298.1,-31.39484349575008,-54.79821715533186,-35.9691943846457,160.55152966859708
19,RAMKY,56.75,58.1,54.8,55.59,215236,1714,122752,0.5703,63.66197183098592,34.50704225352113,11.346765641569464,-15.808823529411766,13.035019455252925,2020-12-29,54.0,2081.25,1.3093093093093093,-6.6426426426426435,-20.66306306306306,32.16816816816817
19,MATRIMONY,818.15,954.0,922.6,911.84,257959,12228,52884,0.20500000000000002,30.15006821282401,21.418826739427015,3.1823599523242008,-4.392165952022248,13.033175355450238,2020-12-29,815.0,2558.1,30.923993067771654,-8.635315273054225,-60.157929713459204,39.605566631484315
19,ALANKIT,17.1,18.65,18.15,17.91,596129,1606,355623,0.5966,16.199376947040484,8.722741433021799,-3.0812324929972026,-5.17241379310344,13.030303030303022,2020-12-29,16.6,659.25,56.086461888509675,-28.949563898369362,-37.0193401592719,-1.6685627607129314
19,ORIENTREF,249.65,254.8,237.45,242.41,177755,6375,87381,0.4916,16.773602199816693,7.699358386801106,-0.8298755186721893,-4.655653293284712,12.793271359008413,2020-12-29,235.0,3147.4,-42.51869267755396,-16.451674397915745,-9.080510897883972,95.69327063608057
19,SYMPHONY,1029.8,1046.65,1018.7,1026.56,154113,12366,59787,0.3879,23.077375352775178,8.331373471307622,1.3071895424836601,-0.8528784648187633,12.767332866454788,2020-12-29,1010.0,13382.65,63.43922915117709,-41.394267951414704,-49.42855114644708,18.369680145561606
19,ANANTRAJ,28.35,28.4,27.5,27.34,2642593,9063,1624388,0.6147,4.797047970479694,0.7380073800737981,-5.2536231884058076,-4.868913857677906,12.698412698412694,2020-12-29,26.55,3487.6,-5.340826547386926,-15.919256795504067,1.9440302787016912,25.480272967083383
19,HSIL,115.15,123.95,121.6,121.05,1216431,13099,348915,0.2868,18.04761904761905,6.190476190476191,-1.383928571428569,-2.006532897806818,12.681818181818185,2020-12-29,114.5,5272.45,15.006622474687614,-23.033883678365843,-37.41808836499161,53.055031342165414
19,LGBBROSLTD,288.9,307.05,290.8,298.03,562648,13366,165819,0.2947,16.284794546487408,11.342548759704595,-4.421768707482993,-8.577839143941999,12.61690812396847,2020-12-29,287.0,3289.55,35.29206122417959,-41.7306318493411,-38.38670942834126,47.20858476083354
19,EMKAY,78.85,82.0,78.95,79.87,244538,2256,130306,0.5329,10.81081081081081,13.513513513513514,-5.615292712066909,-8.692852543464262,12.40575736806031,2020-12-29,75.0,673.9,20.418459712123465,-18.26680516397092,-47.85576495028936,52.025523074640155
19,PANAMAPET,103.0,106.5,102.4,103.22,127446,2163,67406,0.5289,31.644004944375766,18.17058096415326,4.157894736842108,-4.339250493096652,12.401055408970976,2020-12-29,101.5,3631.95,-31.08844192972553,-2.3059238150304933,16.95645589834663,28.319497790443155
19,BLKASHYAP,9.35,9.55,9.55,9.5,240962,292,179993,0.747,18.633540372670808,2.484472049689432,1.8633540372670632,1.2195121951219685,12.352941176470598,2020-12-29,9.2,236.7,-27.89747922827771,-8.74524714828897,10.60414026193495,39.52260245035911
19,MANALIPETC,37.0,37.0,36.2,36.34,985538,3535,604654,0.6135,0.13531799729363234,-5.95399188092017,-0.1443001443001361,-8.286516853932593,12.121212121212121,2020-12-29,35.5,3837.1,18.991773301017258,-52.62568085272732,-14.795027494722573,55.78822548278648
19,MANAKSIA,59.5,61.6,58.95,59.51,112136,1438,60740,0.5417000000000001,33.18918918918919,15.243243243243237,12.300884955752217,-17.265624999999996,12.101910828025474,2020-12-29,58.0,2432.55,-51.847512555411676,135.57172514439577,-30.574911101518985,-53.474748720478516
19,NAGREEKEXP,19.0,20.4,19.95,19.7,95040,396,48448,0.5098,29.936305732484076,22.611464968152873,1.6172506738544514,-3.978779840848806,12.087912087912084,2020-12-29,18.45,139.45,0.27488944663560716,-14.23449264969523,-13.230548583721758,33.918967371817864
19,QUICKHEAL,161.5,180.9,176.4,173.87,4233305,43794,999700,0.23620000000000002,10.372178157413057,2.471018913971924,-0.3053435114503817,-4.4812768569674715,12.012383900928796,2020-12-29,158.25,7564.45,-16.93381541288527,-50.50796819332536,-14.428676242159044,106.57152866368342
19,SUNFLAG,64.4,64.4,59.7,60.87,572308,3627,240723,0.42060000000000003,13.1810193321617,10.193321616871714,-0.8799999999999953,-10.985460420032306,12.000000000000009,2020-12-29,59.15,4084.6,51.30816563025347,-22.09273857905303,-19.101013563139592,-25.470058267639423
16,GISOLUTION,2.8,2.8,2.8,2.75,3440,15,3439,0.9997,59.999999999999986,2.85714285714286,8.108108108108103,14.285714285714276,11.999999999999993,2020-12-29,2.75,4.647058823529412,-39.74683544303798,-13.924050632911399,-35.44303797468355,99.05063291139238
